55	mm	12502	Cd3g	NP_033980
55	rn	300678	Cd3g	NP_001071114
56	hs	959	CD40LG	NP_000065
56	mm	21947	Cd40lg	NP_035746
56	rn	84349	Cd40lg	NP_445805
59	hs	1134	CHRNA1	NP_001034612
59	mm	11435	Chrna1	NP_031415
59	rn	79557	Chrna1	NP_077811
60	hs	1145	CHRNE	NP_000071
60	mm	11448	Chrne	NP_033733
60	rn	29422	Chrne	NP_058890
61	hs	1130	LYST	NP_000072
61	mm	17101	Lyst	NP_034878
61	rn	85419	Lyst	NP_445970
62	hs	1161	ERCC8	NP_000073
62	mm	71991	Ercc8	NP_082318
62	rn	310071	Ercc8	NP_001101120
63	hs	1180	CLCN1	NP_000074
63	mm	12723	Clcn1	NP_038519
63	rn	25688	Clcn1	NP_037279
65	hs	1188	CLCNKB	NP_000076
65	mm	12733	Clcnka	NP_001139779
65	rn	79425	Clcnka	NP_445779
69	hs	1278	COL1A2	NP_000080
69	mm	12843	Col1a2	NP_031769
69	rn	84352	Col1a2	NP_445808
73	hs	1294	COL7A1	NP_000085
73	mm	12836	Col7a1	NP_031764
73	rn	301012	Col7a1	NP_001100328
74	hs	1311	COMP	NP_000086
74	mm	12845	Comp	NP_057894
74	rn	25304	Comp	NP_036966
75	hs	1356	CP	NP_000087
75	mm	12870	Cp	NP_001263177
75	rn	24268	Cp	NP_001257890
76	hs	1371	CPOX	NP_000088
76	mm	12892	Cpox	NP_031783
76	rn	304024	Cpox	NP_001032172
77	hs	1376	CPT2	NP_000089
77	mm	12896	Cpt2	NP_034079
77	rn	25413	Cpt2	NP_037062
78	hs	1471	CST3	NP_000090
78	mm	13010	Cst3	NP_034106
78	rn	25307	Cst3	NP_036969
79	hs	1476	CSTB	NP_000091
79	mm	13014	Cstb	NP_031819
79	rn	25308	Cstb	NP_036970
80	hs	1535	CYBA	NP_000092
80	mm	13057	Cyba	NP_031832
80	rn	79129	Cyba	NP_077074
83	hs	1643	DDB2	NP_000098
83	mm	107986	Ddb2	NP_082395
83	rn	100362121	Ddb2	NP_001258275
84	hs	1738	DLD	NP_000099
84	mm	13382	Dld	NP_031887
84	rn	298942	Dld	NP_955417
85	hs	1806	DPYD	NP_000101
85	mm	99586	Dpyd	NP_740748
85	rn	81656	Dpyd	NP_112289
88	hs	1908	EDN3	NP_996915
88	mm	13616	Edn3	NP_031929
88	rn	366270	Edn3	NP_001071118
89	hs	1910	EDNRB	NP_001188326
89	mm	13618	Ednrb	NP_001129533
89	rn	50672	Ednrb	NP_059029
91	hs	2010	EMD	NP_000108
91	mm	13726	Emd	NP_031953
91	rn	25437	Emd	NP_037080
92	hs	2022	ENG	NP_001108225
92	mm	13805	Eng	NP_001139820
92	rn	497010	Eng	NP_001010968
93	hs	2038	EPB42	NP_000110
93	mm	13828	Epb4.2	NP_038541
93	rn	362202	Epb42	NP_001102060
94	hs	2052	EPHX1	NP_000111
94	mm	13849	Ephx1	NP_034275
94	rn	25315	Ephx1	NP_001029262
95	hs	2057	EPOR	NP_000112
95	mm	13857	Epor	NP_034279
95	rn	24336	Epor	NP_058698
96	hs	2071	ERCC3	NP_000113
96	mm	13872	Ercc3	NP_598419
96	rn	291703	Ercc3	NP_001026814
100	hs	2108	ETFA	NP_000117
100	mm	110842	Etfa	NP_663590
100	rn	300726	Etfa	NP_001009668
104	hs	2153	F5	NP_000121
104	mm	14067	F5	NP_032002
104	rn	304929	F5	NP_001041343
106	hs	2158	F9	NP_000124
106	mm	14071	F9	NP_032005
106	rn	24946	F9	NP_113728
107	hs	2169	FABP2	NP_000125
107	mm	14079	Fabp2	NP_032006
107	rn	25598	Fabp2	NP_037200
108	hs	2175	FANCA	NP_000126
108	mm	14087	Fanca	NP_058621
108	rn	361435	Fanca	NP_001101925
109	hs	2176	FANCC	NP_001230672
109	mm	14088	Fancc	NP_001036138
109	rn	24361	Fancc	NP_036689
110	hs	2184	FAH	NP_000128
110	mm	14085	Fah	NP_034306
110	rn	29383	Fah	NP_058877
112	hs	2206	MS4A2	NP_000130
112	mm	14126	Ms4a2	NP_038544
112	rn	25316	Ms4a2	NP_036977
113	hs	2235	FECH	NP_000131
113	mm	14151	Fech	NP_032024
113	rn	361338	Fech	NP_001101904
115	hs	2271	FH	NP_000134
115	mm	14194	Fh1	NP_034339
115	rn	24368	Fh	NP_058701
117	hs	2492	FSHR	NP_000136
117	mm	14309	Fshr	NP_038551
117	rn	25449	Fshr	NP_954707
119	hs	2519	FUCA2	NP_114409
119	mm	66848	Fuca2	NP_080075
119	rn	292485	Fuca2	NP_001004218
120	hs	2523	FUT1	NP_000139
120	mm	14343	Fut1	NP_032077
120	rn	81919	Fut1	NP_112515
124	hs	2581	GALC	NP_000144
124	mm	14420	Galc	NP_032105
124	rn	314360	Galc	NP_001005888
125	hs	2584	GALK1	NP_000145
125	mm	14635	Galk1	NP_058601
125	rn	287835	Galk1	NP_001008283
126	hs	2592	GALT	NP_000146
126	mm	14430	Galt	NP_057867
126	rn	298003	Galt	NP_001013107
129	hs	2632	GBE1	NP_000149
129	mm	74185	Gbe1	NP_083079
129	rn	288333	Gbe1	NP_001093972
130	hs	2639	GCDH	NP_000150
130	mm	270076	Gcdh	NP_032123
130	rn	364975	Gcdh	NP_001102366
131	hs	2642	GCGR	NP_000151
131	mm	14527	Gcgr	NP_032127
131	rn	24953	Gcgr	NP_742089
132	hs	2643	GCH1	NP_000152
132	mm	14528	Gch1	NP_032128
132	rn	29244	Gch1	NP_077332
134	hs	2690	GHR	NP_001229328
134	mm	14600	Ghr	NP_001273299
134	rn	25235	Ghr	NP_058790
136	hs	2697	GJA1	NP_000156
136	mm	14609	Gja1	NP_034418
136	rn	24392	Gja1	NP_036699
137	hs	2705	GJB1	NP_000157
137	mm	14618	Gjb1	NP_032150
137	rn	29584	Gjb1	NP_058947
139	hs	2737	GLI3	NP_000159
139	mm	14634	Gli3	NP_032156
139	rn	140588	Gli3	NP_536330
141	hs	2731	GLDC	NP_000161
141	mm	104174	Gldc	NP_613061
141	rn	309312	Gldc	NP_001101053
142	hs	8001	GLRA3	NP_006520
142	mm	110304	Glra3	NP_536686
142	rn	114516	Glra3	NP_446176
143	hs	2811	GP1BA	NP_000164
143	mm	14723	Gp1ba	NP_034456
143	rn	691992	Gp1ba	NP_001103124
144	hs	2815	GP9	NP_000165
144	mm	54368	Gp9	NP_061232
144	rn	502858	Gp9	NP_001026995
145	hs	2821	GPI	NP_000166
145	mm	14751	Gpi1	NP_032181
145	rn	292804	Gpi	NP_997475
147	hs	2934	GSN	NP_000168
147	mm	227753	Gsn	NP_666232
147	rn	296654	Gsn	NP_001004080
148	hs	2937	GSS	NP_000169
148	mm	14854	Gss	NP_032206
148	rn	25458	Gss	NP_037094
149	hs	2956	MSH6	NP_000170
149	mm	17688	Msh6	NP_034960
149	rn	100360342	LOC100360342	XP_006239796
152	hs	3030	HADHA	NP_000173
152	mm	97212	Hadha	NP_849209
152	rn	170670	Hadha	NP_570839
153	hs	3032	HADHB	NP_000174
153	mm	231086	Hadhb	NP_663533
153	rn	171155	Hadhb	NP_598302
156	hs	3081	HGD	NP_000178
156	mm	15233	Hgd	NP_038575
156	rn	360719	Hgd	NP_001012145
158	hs	3145	HMBS	NP_000181
158	mm	15288	Hmbs	NP_038579
158	rn	25709	Hmbs	NP_037300
159	hs	3155	HMGCL	NP_000182
159	mm	15356	Hmgcl	NP_032280
159	rn	79238	Hmgcl	NP_077362
160	hs	6910	TBX5	NP_000183
160	mm	21388	Tbx5	NP_035667
160	rn	304514	Tbx5	NP_001009964
163	hs	3257	HPS1	NP_000186
163	mm	192236	Hps1	NP_062297
163	rn	114638	Hps1	NP_414541
168	hs	3383	ICAM1	NP_000192
168	mm	15894	Icam1	NP_034623
168	rn	25464	Icam1	NP_037099
169	hs	3423	IDS	NP_000193
169	mm	15931	Ids	NP_034628
169	rn	363513	Ids	XP_006243311
170	hs	3425	IDUA	NP_000194
170	mm	15932	Idua	NP_032351
170	rn	360904	Idua	NP_001165555
171	hs	3426	CFI	NP_000195
171	mm	12630	Cfi	NP_031712
171	rn	79126	Cfi	NP_077071
172	hs	3561	IL2RG	NP_000197
172	mm	16186	Il2rg	NP_038591
172	rn	140924	Il2rg	NP_543165
173	hs	3630	INS	NP_000198
173	mm	16334	Ins2	NP_032413
173	rn	24506	Ins2	NP_062003
175	hs	3651	PDX1	NP_000200
175	mm	18609	Pdx1	NP_032840
175	rn	29535	Pdx1	NP_074043
179	hs	3691	ITGB4	NP_000204
179	mm	192897	Itgb4	NP_001005608
179	rn	25724	Itgb4	NP_037312
180	hs	182	JAG1	NP_000205
180	mm	16449	Jag1	NP_038850
180	rn	29146	Jag1	NP_062020
181	hs	3718	JAK3	NP_000206
181	mm	16453	Jak3	NP_034719
181	rn	25326	Jak3	NP_036987
183	hs	3736	KCNA1	NP_000208
183	mm	16485	Kcna1	NP_034725
183	rn	24520	Kcna1	NP_775118
185	hs	102723475	LOC102723475	XP_006724009
185	mm	16509	Kcne1	NP_032450
185	rn	25471	Kcne1	NP_037105
187	hs	3815	KIT	NP_000213
187	mm	16590	Kit	NP_001116205
187	rn	64030	Kit	NP_071600
188	hs	3859	KRT12	NP_000214
188	mm	268482	Krt12	NP_034791
188	rn	360625	Krt12	NP_001008761
191	hs	3914	LAMB3	NP_001017402
191	mm	16780	Lamb3	NP_001264857
191	rn	305078	Lamb3	NP_001094311
193	hs	3952	LEP	NP_000221
193	mm	16846	Lep	NP_032519
193	rn	25608	Lep	NP_037208
194	hs	6445	SGCG	NP_000222
194	mm	24053	Sgcg	NP_036022
194	rn	305941	Sgcg	NP_001006994
195	hs	6443	SGCB	NP_000223
195	mm	24051	Sgcb	NP_036020
195	rn	680229	Sgcb	NP_001177997
199	hs	3990	LIPC	NP_000227
199	mm	15450	Lipc	NP_032306
199	rn	24538	Lipc	NP_036729
200	hs	4023	LPL	NP_000228
200	mm	16956	Lpl	NP_032535
200	rn	24539	Lpl	NP_036730
201	hs	3757	KCNH2	NP_000229
201	mm	16511	Kcnh2	NP_038597
201	rn	117018	Kcnh2	NP_446401
203	hs	4128	MAOA	NP_000231
203	mm	17161	Maoa	NP_776101
203	rn	29253	Maoa	NP_387502
206	hs	4233	MET	NP_001120972
206	mm	17295	Met	NP_032617
206	rn	24553	Met	NP_113705
207	hs	4261	CIITA	NP_001273331
207	mm	12265	Ciita	NP_001230689
207	rn	85483	Ciita	NP_445981
208	hs	4292	MLH1	NP_000240
208	mm	17350	Mlh1	NP_081086
208	rn	81685	Mlh1	NP_112315
210	hs	4436	MSH2	NP_000242
210	mm	17685	Msh2	NP_032654
210	rn	81709	Msh2	NP_112320
212	hs	4547	MTTP	NP_000244
212	mm	17777	Mttp	NP_032668
212	rn	310900	Mttp	NP_001101197
215	hs	4607	MYBPC3	NP_000247
215	mm	17868	Mybpc3	NP_032679
215	rn	295929	Mybpc3	NP_001099960
219	hs	4647	MYO7A	NP_000251
219	mm	17921	Myo7a	NP_001243010
219	rn	266714	Myo7a	NP_703203
220	hs	4653	MYOC	NP_000252
220	mm	17926	Myoc	NP_034995
220	rn	81523	Myoc	NP_110492
221	hs	4668	NAGA	NP_000253
221	mm	17939	Naga	NP_032695
221	rn	315165	Naga	NP_001012120
222	hs	4669	NAGLU	NP_000254
222	mm	27419	Naglu	NP_038820
222	rn	360630	Naglu	XP_002727861
223	hs	5727	PTCH1	NP_000255
223	mm	19206	Ptch1	NP_032983
223	rn	89830	Ptch1	NP_446018
226	hs	4763	NF1	NP_001035957
226	mm	18015	Nf1	NP_035027
226	rn	24592	Nf1	NP_036741
228	hs	4864	NPC1	NP_000262
228	mm	18145	Npc1	NP_032746
228	rn	266732	Npc1	NP_705888
229	hs	4867	NPHP1	NP_001121650
229	mm	53885	Nphp1	NP_058598
229	rn	296136	Nphp1	NP_001099976
230	hs	4935	GPR143	NP_000264
230	mm	18241	Gpr143	NP_035081
230	rn	302619	Gpr143	NP_001100428
231	hs	4942	OAT	NP_000265
231	mm	18242	Oat	NP_058674
231	rn	64313	Oat	NP_071966
233	hs	4952	OCRL	NP_000267
233	mm	320634	Ocrl	NP_796189
233	rn	317576	Ocrl	NP_001101726
234	hs	5053	PAH	NP_000268
234	mm	18478	Pah	NP_032803
234	rn	24616	Pah	NP_036751
236	hs	5095	PCCA	NP_000273
236	mm	110821	Pcca	NP_659093
236	rn	687008	Pcca	NP_062203
237	hs	5158	PDE6B	NP_000274
237	mm	18587	Pde6b	NP_032832
237	rn	289878	Pde6b	NP_001099494
239	hs	5184	PEPD	NP_000276
239	mm	18624	Pepd	NP_032846
239	rn	292808	Pepd	NP_001009641
242	hs	5191	PEX7	NP_000279
242	mm	18634	Pex7	NP_032848
242	rn	308718	Pex7	NP_001029319
246	hs	5256	PHKA2	NP_000283
246	mm	110094	Phka2	NP_001171350
246	rn	678739	Phka2	NP_001177923
247	hs	5257	PHKB	NP_000284
247	mm	102093	Phkb	NP_955517
247	rn	361377	Phkb	NP_001014174
250	hs	5310	PKD1	NP_001009944
250	mm	18763	Pkd1	NP_038658
250	rn	24650	Pkd1	NP_001244281
253	hs	5317	PKP1	NP_001005337
253	mm	18772	Pkp1	NP_062619
253	rn	304822	Pkp1	NP_001100651
256	hs	5351	PLOD1	NP_000293
256	mm	18822	Plod1	NP_035252
256	rn	116552	Plod1	NP_446279
257	hs	5373	PMM2	NP_000294
257	mm	54128	Pmm2	NP_058577
257	rn	302915	Pmm2	NP_001100443
259	hs	5449	POU1F1	NP_001116229
259	mm	18736	Pou1f1	NP_032875
259	rn	25517	Pou1f1	NP_037140
260	hs	5456	POU3F4	NP_000298
260	mm	18994	Pou3f4	NP_032927
260	rn	29589	Pou3f4	NP_058948
262	hs	5498	PPOX	NP_000300
262	mm	19044	Ppox	NP_032937
262	rn	289219	Ppox	NP_001099438
264	hs	5627	PROS1	NP_000304
264	mm	19128	Pros1	NP_035303
264	rn	81750	Pros1	NP_112348
265	hs	5728	PTEN	NP_000305
265	mm	19211	Pten	NP_032986
265	rn	50557	Pten	NP_113794
266	hs	5741	PTH	NP_000306
266	mm	19226	Pth	NP_065648
266	rn	24694	Pth	NP_058740
267	hs	5745	PTH1R	NP_001171673
267	mm	19228	Pth1r	NP_001077404
267	rn	56813	Pth1r	NP_064458
268	hs	5805	PTS	NP_000308
268	mm	19286	Pts	NP_035350
268	rn	29498	Pts	NP_058916
269	hs	5828	PEX2	NP_001165558
269	mm	19302	Pex2	NP_001156777
269	rn	29534	Pex2	NP_058930
270	hs	5830	PEX5	NP_001124498
270	mm	19305	Pex5	NP_001264259
270	rn	312703	Pex5	XP_006237446
271	hs	5860	QDPR	NP_000311
271	mm	110391	Qdpr	NP_077198
271	rn	64192	Qdpr	NP_071785
272	hs	5925	RB1	NP_000312
272	mm	19645	Rb1	NP_033055
272	rn	24708	Rb1	NP_058741
273	hs	5961	PRPH2	NP_000313
273	mm	19133	Prph2	NP_032964
273	rn	25534	Prph2	NP_037153
276	hs	6094	ROM1	NP_000318
276	mm	19881	Rom1	NP_033099
276	rn	309201	Rom1	NP_001009690
279	hs	6247	RS1	NP_000321
279	mm	20147	Rs1	NP_035432
279	rn	100125595	Rs1	NP_001098113
281	hs	6310	ATXN1	NP_001121636
281	mm	20238	Atxn1	NP_001186234
281	rn	25049	Atxn1	NP_036858
283	hs	6329	SCN4A	NP_000325
283	mm	110880	Scn4a	NP_573462
283	rn	25722	Scn4a	NP_037310
285	hs	6444	SGCD	NP_000328
285	mm	24052	Sgcd	NP_036021
285	rn	497892	Sgcd	NP_001128298
286	hs	6557	SLC12A1	NP_000329
286	mm	20495	Slc12a1	NP_899197
286	rn	25065	Slc12a1	NP_001257546
287	hs	6559	SLC12A3	NP_000330
287	mm	20497	Slc12a3	NP_062288
287	rn	54300	Slc12a3	NP_062218
293	hs	6622	SNCA	NP_001139527
293	mm	20617	Snca	NP_001035916
293	rn	29219	Snca	NP_062042
294	hs	6662	SOX9	NP_000337
294	mm	20682	Sox9	NP_035578
294	rn	140586	Sox9	XP_003750998
295	hs	6710	SPTB	NP_001020029
295	mm	20741	Sptb	NP_038703
295	rn	314251	Sptb	NP_997687
297	hs	6770	STAR	NP_000340
297	mm	20845	Star	NP_035615
297	rn	25557	Star	NP_113746
298	hs	24	ABCA4	NP_000341
298	mm	11304	Abca4	NP_031404
298	rn	310836	Abca4	NP_001101191
303	hs	6948	TCN2	NP_000346
303	mm	21452	Tcn2	NP_001123930
303	rn	64365	Tcn2	NP_071979
306	hs	7051	TGM1	NP_000350
306	mm	21816	Tgm1	NP_001155187
306	rn	60335	Tgm1	NP_113847
307	hs	7054	TH	NP_954987
307	mm	21823	Th	NP_033403
307	rn	25085	Th	NP_036872
308	hs	7056	THBD	NP_000352
308	mm	21824	Thbd	NP_033404
308	rn	83580	Thbd	NP_113959
309	hs	7137	TNNI3	NP_000354
309	mm	21954	Tnni3	NP_033432
309	rn	29248	Tnni3	NP_058840
313	hs	7172	TPMT	NP_000358
313	mm	22017	Tpmt	NP_058065
313	rn	690050	Tpmt	NP_001072999
314	hs	7248	TSC1	NP_000359
314	mm	64930	Tsc1	NP_075025
314	rn	60445	Tsc1	NP_068626
315	hs	7253	TSHR	NP_000360
315	mm	22095	Tshr	NP_035778
315	rn	25360	Tshr	NP_037020
317	hs	7276	TTR	NP_000362
317	mm	22139	Ttr	NP_038725
317	rn	24856	Ttr	NP_036813
319	hs	7372	UMPS	NP_000364
319	mm	22247	Umps	NP_033497
319	rn	288051	Umps	NP_001020573
320	hs	7389	UROD	NP_000365
320	mm	22275	Urod	NP_033504
320	rn	29421	Urod	NP_062082
324	hs	7498	XDH	NP_000370
324	mm	22436	Xdh	NP_035853
324	rn	497811	Xdh	NP_058850
327	hs	326	AIRE	NP_000374
327	mm	11634	Aire	NP_001258478
327	rn	294328	Aire	NP_001099849
328	hs	338	APOB	NP_000375
328	mm	238055	Apob	NP_033823
328	rn	54225	Apob	NP_062160
330	hs	642	BLMH	NP_000377
330	mm	104184	Blmh	NP_848760
330	rn	287552	Blmh	NP_001029335
331	hs	788	SLC25A20	NP_000378
331	mm	57279	Slc25a20	NP_065266
331	rn	117035	Slc25a20	NP_446417
332	hs	846	CASR	NP_001171536
332	mm	12374	Casr	NP_038831
332	rn	24247	Casr	NP_058692
333	hs	1026	CDKN1A	NP_001207706
333	mm	12575	Cdkn1a	NP_031695
333	rn	114851	Cdkn1a	NP_542960
334	hs	1121	CHM	NP_000381
334	mm	12662	Chm	NP_061288
334	rn	24942	Chm	NP_058763
335	hs	1200	TPP1	NP_000382
335	mm	12751	Tpp1	NP_034036
335	rn	83534	Tpp1	NP_112647
344	hs	2068	ERCC2	NP_000391
344	mm	13871	Ercc2	NP_031975
344	rn	308415	Ercc2	NP_001166280
345	hs	2132	EXT2	NP_001171554
345	mm	14043	Ext2	NP_034293
345	rn	311215	Ext2	NP_001101221
347	hs	2582	GALE	NP_001008217
347	mm	74246	Gale	NP_848476
347	rn	114860	Gale	NP_542961
349	hs	2760	GM2A	NP_000396
349	mm	14667	Gm2a	NP_034429
349	rn	282838	Gm2a	NP_758838
350	hs	2798	GNRHR	NP_000397
350	mm	14715	Gnrhr	NP_034453
350	rn	81668	Gnrhr	NP_112300
352	hs	2820	GPD2	NP_001076581
352	mm	14571	Gpd2	NP_001139292
352	rn	25062	Gpd2	NP_036868
353	hs	2978	GUCA1A	NP_000400
353	mm	14913	Guca1a	NP_032215
353	rn	301233	Guca1a	NP_001100357
358	hs	3295	HSD17B4	NP_000405
358	mm	15488	Hsd17b4	NP_032318
358	rn	79244	Hsd17b4	NP_077368
359	hs	3459	IFNGR1	NP_000407
359	mm	15979	Ifngr1	NP_034641
359	rn	116465	Ifngr1	NP_446235
360	hs	3559	IL2RA	NP_000408
360	mm	16184	Il2ra	NP_032393
360	rn	25704	Il2ra	NP_037295
362	hs	3792	KEL	NP_000411
362	mm	23925	Kel	NP_115929
362	rn	297025	Kel	NP_001178540
363	hs	3872	KRT17	NP_000413
363	mm	16667	Krt17	NP_034793
363	rn	287702	Krt17	NP_997710
369	hs	4053	LTBP2	NP_000419
369	mm	16997	Ltbp2	NP_038617
369	rn	59106	Ltbp2	NP_067597
371	hs	5048	PAFAH1B1	NP_000421
371	mm	18472	Pafah1b1	NP_038653
371	rn	83572	Pafah1b1	NP_113951
372	hs	4598	MVK	NP_001107657
372	mm	17855	Mvk	NP_076045
372	rn	81727	Mvk	NP_112325
374	hs	4688	NCF2	NP_000424
374	mm	17970	Ncf2	NP_035007
374	rn	364018	Ncf2	NP_001094454
375	hs	4758	NEU1	NP_000425
375	mm	18010	Neu1	NP_035023
375	rn	24591	Neu1	NP_113710
376	hs	4854	NOTCH3	NP_000426
376	mm	18131	Notch3	NP_032742
376	rn	56761	Notch3	NP_064472
377	hs	5019	OXCT1	NP_000427
377	mm	67041	Oxct1	NP_077150
377	rn	690163	Oxct1	NP_001121052
380	hs	5145	PDE6A	NP_000431
380	mm	225600	Pde6a	NP_666198
380	rn	307401	Pde6a	NP_001100856
384	hs	5339	PLEC	NP_958782
384	mm	18810	Plec	NP_001157014
384	rn	64204	Plec	NP_071796
385	hs	5445	PON2	NP_000296
385	mm	330260	Pon2	NP_899131
385	rn	296851	Pon2	NP_001013100
386	hs	5664	PSEN2	NP_000438
386	mm	19165	Psen2	NP_001122077
386	rn	81751	Psen2	NP_112349
387	hs	5896	RAG1	NP_000439
387	mm	19373	Rag1	NP_033045
387	rn	84600	Rag1	NP_445920
389	hs	6401	SELE	NP_000441
389	mm	20339	Sele	NP_035475
389	rn	25544	Sele	NP_620234
390	hs	6555	SLC10A2	NP_000443
390	mm	20494	Slc10a2	NP_035518
390	rn	29500	Slc10a2	NP_058918
392	hs	6647	SOD1	NP_000445
392	mm	20655	Sod1	NP_035564
392	rn	24786	Sod1	NP_058746
393	hs	6794	STK11	NP_000446
393	mm	20869	Stk11	NP_035622
393	rn	314621	Stk11	NP_001101539
394	hs	6821	SUOX	NP_001027558
394	mm	211389	Suox	NP_776094
394	rn	81805	Suox	NP_112389
395	hs	3172	HNF4A	NP_000448
395	mm	15378	Hnf4a	NP_032287
395	rn	25735	Hnf4a	NP_071516
396	hs	6928	HNF1B	NP_000449
396	mm	21410	Hnf1b	NP_033356
396	rn	25640	Hnf1b	NP_037235
397	hs	7010	TEK	NP_000450
397	mm	21687	Tek	NP_038718
397	rn	89804	Tek	NP_001099207
400	hs	580	BARD1	NP_000456
400	mm	12021	Bard1	NP_031551
400	rn	64557	Bard1	NP_072144
402	hs	7291	TWIST1	NP_000465
402	mm	22160	Twist1	NP_035788
402	rn	85489	Twist1	NP_445982
403	hs	190	NR0B1	NP_000466
403	mm	11614	Nr0b1	NP_031456
403	rn	58850	Nr0b1	NP_445769
405	hs	213	ALB	NP_000468
405	mm	11657	Alb	NP_033784
405	rn	24186	Alb	NP_599153
408	hs	272	AMPD3	NP_000471
408	mm	11717	Ampd3	NP_033797
408	rn	25095	Ampd3	NP_113732
409	hs	275	AMT	NP_000472
409	mm	434437	Amt	NP_001013836
409	rn	306586	Amt	NP_001014026
413	hs	353	APRT	NP_000476
413	mm	11821	Aprt	NP_033828
413	rn	292072	Aprt	NP_001013079
416	hs	546	ATRX	NP_000480
416	mm	22589	Atrx	NP_033556
416	rn	246284	Atrx	XP_006257219
417	hs	551	AVP	NP_000481
417	mm	11998	Avp	NP_033862
417	rn	24221	Avp	NP_058688
418	hs	713	C1QB	NP_000482
418	mm	12260	C1qb	NP_033907
418	rn	29687	C1qb	NP_062135
420	hs	1415	CRYBB2	NP_000487
420	mm	12961	Crybb2	NP_031799
420	rn	25422	Crybb2	NP_037069
425	hs	2161	F12	NP_000496
425	mm	58992	F12	NP_067464
425	rn	306761	F12	NP_001014028
426	hs	2147	F2	NP_000497
426	mm	14061	F2	NP_034298
426	rn	29251	F2	NP_075213
428	hs	2243	FGA	NP_000499
428	mm	14161	Fga	NP_001104518
428	rn	361969	Fga	NP_001008724
429	hs	2266	FGG	NP_068656
429	mm	99571	Fgg	NP_598623
429	rn	24367	Fgg	NP_036691
430	hs	2488	FSHB	NP_001018090
430	mm	14308	Fshb	NP_032071
430	rn	25447	Fshb	NP_001007598
433	hs	2668	GDNF	NP_001177397
433	mm	14573	Gdnf	NP_034405
433	rn	25453	Gdnf	NP_062012
437	hs	3074	HEXB	NP_000512
437	mm	15212	Hexb	NP_034552
437	rn	294673	Hexb	NP_001011946
441	hs	3767	KCNJ11	NP_000516
441	mm	16514	Kcnj11	NP_034732
441	rn	83535	Kcnj11	NP_112648
443	hs	7436	VLDLR	NP_003374
443	mm	22359	Vldlr	NP_038731
443	rn	25696	Vldlr	NP_037287
444	hs	4158	MC2R	NP_000520
444	mm	17200	Mc2r	NP_001258645
444	rn	282839	Mc2r	NP_001093961
445	hs	4359	MPZ	NP_000521
445	mm	17528	Mpz	NP_032649
445	rn	24564	Mpz	NP_058723
446	hs	5009	OTC	NP_000522
